Date,BCHARTS/MTGOXUSD - High,BCHARTS/MTGOXUSD - Low,BCHARTS/MTGOXUSD - Volume (Currency),BCHARTS/MTGOXUSD - Weighted Price,BCHARTS/B7USD - High,BCHARTS/B7USD - Low,BCHARTS/B7USD - Volume (Currency),BCHARTS/B7USD - Weighted Price,BCHARTS/BCMBMUSD - High,BCHARTS/BCMBMUSD - Low,BCHARTS/BCMBMUSD - Volume (Currency),BCHARTS/BCMBMUSD - Weighted Price,BCHARTS/BCMLRUSD - High,BCHARTS/BCMLRUSD - Low,BCHARTS/BCMLRUSD - Volume (Currency),BCHARTS/BCMLRUSD - Weighted Price,BCHARTS/BCMMBUSD - High,BCHARTS/BCMMBUSD - Low,BCHARTS/BCMMBUSD - Volume (Currency),BCHARTS/BCMMBUSD - Weighted Price,BCHARTS/LYBITUSD - High,BCHARTS/LYBITUSD - Low,BCHARTS/LYBITUSD - Volume (Currency),BCHARTS/LYBITUSD - Weighted Price,BCHARTS/B2CUSD - High,BCHARTS/B2CUSD - Low,BCHARTS/B2CUSD - Volume (Currency),BCHARTS/B2CUSD - Weighted Price,BCHARTS/ANXHKUSD - High,BCHARTS/ANXHKUSD - Low,BCHARTS/ANXHKUSD - Volume (Currency),BCHARTS/ANXHKUSD - Weighted Price,BCHARTS/BITMEUSD - High,BCHARTS/BITMEUSD - Low,BCHARTS/BITMEUSD - Volume (Currency),BCHARTS/BITMEUSD - Weighted Price,BCHARTS/CRYPTOXUSD - High,BCHARTS/CRYPTOXUSD - Low,BCHARTS/CRYPTOXUSD - Volume (Currency),BCHARTS/CRYPTOXUSD - Weighted Price,BCHARTS/BITBOXUSD - High,BCHARTS/BITBOXUSD - Low,BCHARTS/BITBOXUSD - Volume (Currency),BCHARTS/BITBOXUSD - Weighted Price,BCHARTS/INTRSNGUSD - High,BCHARTS/INTRSNGUSD - Low,BCHARTS/INTRSNGUSD - Volume (Currency),BCHARTS/INTRSNGUSD - Weighted Price,BCHARTS/BTCEUSD - High,BCHARTS/BTCEUSD - Low,BCHARTS/BTCEUSD - Volume (Currency),BCHARTS/BTCEUSD - Weighted Price,BCHARTS/WEEXUSD - High,BCHARTS/WEEXUSD - Low,BCHARTS/WEEXUSD - Volume (Currency),BCHARTS/WEEXUSD - Weighted Price,BCHARTS/BITSTAMPUSD - High,BCHARTS/BITSTAMPUSD - Low,BCHARTS/BITSTAMPUSD - Volume (Currency),BCHARTS/BITSTAMPUSD - Weighted Price,BCHARTS/BCMPPUSD - High,BCHARTS/BCMPPUSD - Low,BCHARTS/BCMPPUSD - Volume (Currency),BCHARTS/BCMPPUSD - Weighted Price,BCHARTS/BITFLOORUSD - High,BCHARTS/BITFLOORUSD - Low,BCHARTS/BITFLOORUSD - Volume (Currency),BCHARTS/BITFLOORUSD - Weighted Price,BCHARTS/BTC24USD - High,BCHARTS/BTC24USD - Low,BCHARTS/BTC24USD - Volume (Currency),BCHARTS/BTC24USD - Weighted Price,BCHARTS/BTCEXUSD - High,BCHARTS/BTCEXUSD - Low,BCHARTS/BTCEXUSD - Volume (Currency),BCHARTS/BTCEXUSD - Weighted Price,BCHARTS/BTCTREEUSD - High,BCHARTS/BTCTREEUSD - Low,BCHARTS/BTCTREEUSD - Volume (Currency),BCHARTS/BTCTREEUSD - Weighted Price,BCHARTS/EXCHBUSD - High,BCHARTS/EXCHBUSD - Low,BCHARTS/EXCHBUSD - Volume (Currency),BCHARTS/EXCHBUSD - Weighted Price,BCHARTS/FBTCUSD - High,BCHARTS/FBTCUSD - Low,BCHARTS/FBTCUSD - Volume (Currency),BCHARTS/FBTCUSD - Weighted Price,BCHARTS/GLOBALUSD - High,BCHARTS/GLOBALUSD - Low,BCHARTS/GLOBALUSD - Volume (Currency),BCHARTS/GLOBALUSD - Weighted Price,BCHARTS/IMCEXUSD - High,BCHARTS/IMCEXUSD - Low,BCHARTS/IMCEXUSD - Volume (Currency),BCHARTS/IMCEXUSD - Weighted Price,BCHARTS/RUXUMUSD - High,BCHARTS/RUXUMUSD - Low,BCHARTS/RUXUMUSD - Volume (Currency),BCHARTS/RUXUMUSD - Weighted Price,BCHARTS/THLRUSD - High,BCHARTS/THLRUSD - Low,BCHARTS/THLRUSD - Volume (Currency),BCHARTS/THLRUSD - Weighted Price,BCHARTS/THUSD - High,BCHARTS/THUSD - Low,BCHARTS/THUSD - Volume (Currency),BCHARTS/THUSD - Weighted Price,BCHARTS/LOCALBTCUSD - High,BCHARTS/LOCALBTCUSD - Low,BCHARTS/LOCALBTCUSD - Volume (Currency),BCHARTS/LOCALBTCUSD - Weighted Price,BCHARTS/COTRUSD - High,BCHARTS/COTRUSD - Low,BCHARTS/COTRUSD - Volume (Currency),BCHARTS/COTRUSD - Weighted Price,BCHARTS/HITBTCUSD - High,BCHARTS/HITBTCUSD - Low,BCHARTS/HITBTCUSD - Volume (Currency),BCHARTS/HITBTCUSD - Weighted Price,BCHARTS/KRAKENUSD - High,BCHARTS/KRAKENUSD - Low,BCHARTS/KRAKENUSD - Volume (Currency),BCHARTS/KRAKENUSD - Weighted Price,BCHARTS/BITFINEXUSD - High,BCHARTS/BITFINEXUSD - Low,BCHARTS/BITFINEXUSD - Volume (Currency),BCHARTS/BITFINEXUSD - Weighted Price,BCHARTS/JUSTUSD - High,BCHARTS/JUSTUSD - Low,BCHARTS/JUSTUSD - Volume (Currency),BCHARTS/JUSTUSD - Weighted Price,BCHARTS/CBXUSD - High,BCHARTS/CBXUSD - Low,BCHARTS/CBXUSD - Volume (Currency),BCHARTS/CBXUSD - Weighted Price,BCHARTS/LAKEUSD - High,BCHARTS/LAKEUSD - Low,BCHARTS/LAKEUSD - Volume (Currency),BCHARTS/LAKEUSD - Weighted Price,BCHARTS/VCXUSD - High,BCHARTS/VCXUSD - Low,BCHARTS/VCXUSD - Volume (Currency),BCHARTS/VCXUSD - Weighted Price,BCHARTS/CRYTRUSD - High,BCHARTS/CRYTRUSD - Low,BCHARTS/CRYTRUSD - Volume (Currency),BCHARTS/CRYTRUSD - Weighted Price,BCHARTS/ROCKUSD - High,BCHARTS/ROCKUSD - Low,BCHARTS/ROCKUSD - Volume (Currency),BCHARTS/ROCKUSD - Weighted Price,BCHARTS/ICBITUSD - High,BCHARTS/ICBITUSD - Low,BCHARTS/ICBITUSD - Volume (Currency),BCHARTS/ICBITUSD - Weighted Price,BCHARTS/BITKONANUSD - High,BCHARTS/BITKONANUSD - Low,BCHARTS/BITKONANUSD - Volume (Currency),BCHARTS/BITKONANUSD - Weighted Price,BCHARTS/BITMARKETUSD - High,BCHARTS/BITMARKETUSD - Low,BCHARTS/BITMARKETUSD - Volume (Currency),BCHARTS/BITMARKETUSD - Weighted Price,BCHARTS/ITBITUSD - High,BCHARTS/ITBITUSD - Low,BCHARTS/ITBITUSD - Volume (Currency),BCHARTS/ITBITUSD - Weighted Price,BCHARTS/1COINUSD - High,BCHARTS/1COINUSD - Low,BCHARTS/1COINUSD - Volume (Currency),BCHARTS/1COINUSD - Weighted Price,BCHARTS/BITBAYUSD - High,BCHARTS/BITBAYUSD - Low,BCHARTS/BITBAYUSD - Volume (Currency),BCHARTS/BITBAYUSD - Weighted Price,BCHARTS/BITALOUSD - High,BCHARTS/BITALOUSD - Low,BCHARTS/BITALOUSD - Volume (Currency),BCHARTS/BITALOUSD - Weighted Price,BCHARTS/IBWTUSD - High,BCHARTS/IBWTUSD - Low,BCHARTS/IBWTUSD - Volume (Currency),BCHARTS/IBWTUSD - Weighted Price,BCHARTS/COINBASEUSD - High,BCHARTS/COINBASEUSD - Low,BCHARTS/COINBASEUSD - Volume (Currency),BCHARTS/COINBASEUSD - Weighted Price,BCHARTS/EXMOUSD - High,BCHARTS/EXMOUSD - Low,BCHARTS/EXMOUSD - Volume (Currency),BCHARTS/EXMOUSD - Weighted Price,BCHARTS/BITCUREXUSD - High,BCHARTS/BITCUREXUSD - Low,BCHARTS/BITCUREXUSD - Volume (Currency),BCHARTS/BITCUREXUSD - Weighted Price
2011-01-03,0.2999,0.29,420.850466,0.295294287779,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,150.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-04,0.29987,0.289,548.3304369,0.291819883683,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2951,0.2951,147.55,0.2951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-05,0.299,0.29004,106.19443563,0.297332645391,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.309,0.309,30.9,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-06,0.299,0.29,1031.2757853,0.298359342472,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.309,444.7,0.317642857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-07,0.322,0.2975,13152.1498161,0.308727808883,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.34,34.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-08,0.3229,0.309,512.0372754,0.314241643683,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3545,0.349,70.35,0.35175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-09,0.323,0.32291,546.1842181,0.322924912822,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.349,0.349,34.9,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-10,0.329,0.3175,3360.6529941,0.324518038934,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-11,0.32659,0.31761,1578.65990513,0.324974248658,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.35,140.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-12,0.3557,0.31799,10508.1665873,0.335084353702,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-13,0.405,0.3176,7147.03041942,0.355239674393,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.38,270.0,0.385714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-14,0.45,0.3176,10691.1105788,0.394055785751,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-15,0.4,0.385,591.1502249,0.39002799762,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.4,400.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-16,0.4,0.386,1085.15873273,0.390526083229,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.4,320.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-17,0.38679,0.315,6360.69439524,0.348700371963,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3901,0.35,876.57,0.381117391304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-18,0.3495,0.305,4950.5107684,0.315892431564,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.35,140.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-19,0.31299,0.305,2247.62096063,0.308246837178,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.3397,103.97,0.346566666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-20,0.39,0.31,6900.04944037,0.347050433982,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.35,72.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-21,0.44,0.368,3351.62059014,0.39535273362,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.37,37.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-22,0.4443,0.39,4513.91125516,0.428497774897,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.37,477.0,0.3975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-23,0.4443,0.42,505.82674814,0.440461396044,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.44,44.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-24,0.4424,0.381,4516.68184348,0.408308441079,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.4,40.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-25,0.425,0.4,901.2543369,0.416530405949,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.375,80.5,0.4025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-26,0.42,0.3904,6315.94719764,0.405783816777,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.4,484.0,0.403333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-27,0.45,0.40851,12086.8973553,0.436221029745,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.43,43.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-28,0.446,0.4212,2301.76994502,0.43229810159,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-29,0.445,0.43,643.63370168,0.444381179606,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-30,0.48,0.445,4775.80901023,0.459938001252,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.45,45.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,0.95,0.47,32708.4025024,0.514962557786,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5228,0.4799,1096.41,0.498368181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-01,0.85,0.52011,23264.1790873,0.737091846132,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5102,0.5102,51.02,0.5102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-02,0.76001,0.69,4126.0155456,0.733190619176,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-03,0.75,0.6501,6064.11978878,0.711375339012,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.75,150.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-04,0.88,0.67,33965.7414351,0.804452403809,,,,,0.9663,0.9663,0.9663,0.9663,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.74,529.0,0.755714285714,,,,,,,,,0.8,0.6613,967.953599,0.716413614732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-05,0.92,0.8115,13634.1993507,0.863644934416,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.895,0.89,445.5,0.891,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-06,0.92,0.83,7608.76970652,0.8701598204,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.87,348.0,0.87,,,,,,,,,0.93,0.89,1398.4459,0.9099370795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-07,0.9,0.83,1949.54330076,0.860999214214,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.89,179.0,0.895,,,,,,,,,0.96,0.86,28.5752,0.900006299213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-08,0.918,0.8617,6306.76961277,0.898235425291,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.725,1197.02,0.798013333333,,,,,,,,,0.96,0.86,354.3812,0.885620892165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-09,1.09,0.82,47455.0071488,0.956127604378,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.89,1703.0,0.946111111111,,,,,,,,,0.96,0.96,383.9424,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-10,1.1,0.8,25568.8050106,0.962693923859,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,0.97,1507.0,1.00466666667,,,,,,,,,1.0,0.985,684.55,0.999343065693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
